"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","ElementsRadioButtonsTest","","Thu Feb 19 22:07:12 UTC 2026","broken","Thu Feb 19 22:07:12 UTC 2026","","tests.ElementsRadioButtonsTest","tests.ElementsRadioButtonsTest",""
"","1","ElementsTextBoxTest","","Thu Feb 19 22:07:11 UTC 2026","broken","Thu Feb 19 22:07:11 UTC 2026","","tests.ElementsTextBoxTest","tests.ElementsTextBoxTest",""
"","0","InteractionsDroppableTest","","Thu Feb 19 22:07:16 UTC 2026","broken","Thu Feb 19 22:07:16 UTC 2026","","tests.InteractionsDroppableTest","tests.InteractionsDroppableTest",""
"","1","AlertsFrameWindowsFramesTest","","Thu Feb 19 22:07:21 UTC 2026","broken","Thu Feb 19 22:07:21 UTC 2026","","tests.AlertsFrameWindowsFramesTest","tests.AlertsFrameWindowsFramesTest",""
"","0","AlertsFrameWindowsBrowserWindowsTest","","Thu Feb 19 22:07:20 UTC 2026","broken","Thu Feb 19 22:07:20 UTC 2026","","tests.AlertsFrameWindowsBrowserWindowsTest","tests.AlertsFrameWindowsBrowserWindowsTest",""
"","1","InteractionsResizableTest","","Thu Feb 19 22:07:15 UTC 2026","broken","Thu Feb 19 22:07:15 UTC 2026","","tests.InteractionsResizableTest","tests.InteractionsResizableTest",""
"","0","AlertsFrameWindowsAlertsTest","","Thu Feb 19 22:07:20 UTC 2026","broken","Thu Feb 19 22:07:20 UTC 2026","","tests.AlertsFrameWindowsAlertsTest","tests.AlertsFrameWindowsAlertsTest",""
"","1","WidgetsMenuTest","","Thu Feb 19 22:06:44 UTC 2026","broken","Thu Feb 19 22:06:44 UTC 2026","","tests.WidgetsMenuTest","tests.WidgetsMenuTest",""
"","0","ElementsCheckBoxTest","","Thu Feb 19 22:07:12 UTC 2026","broken","Thu Feb 19 22:07:12 UTC 2026","","tests.ElementsCheckBoxTest","tests.ElementsCheckBoxTest",""
"","0","WidgetsAutoCompleteTest","","Thu Feb 19 22:06:45 UTC 2026","broken","Thu Feb 19 22:06:45 UTC 2026","","tests.WidgetsAutoCompleteTest","tests.WidgetsAutoCompleteTest",""
"","0","WidgetsSliderTest","","Thu Feb 19 22:06:45 UTC 2026","broken","Thu Feb 19 22:06:45 UTC 2026","","tests.WidgetsSliderTest","tests.WidgetsSliderTest",""
